label,english,german,imageability,unexpectedness_avg_glove,unexpectedness_min_glove,unexpectedness_avg_word2vec,unexpectedness_min_word2vec,polarity_senti_ws,polarity_text_blob,subjectivity_huggingface,vader_positive,vader_neutral,vader_negative,vader_compound
1,"Her face, which had always been long, was now positively equine.","Ihr Gesicht, das schon immer lange gewesen war, war jetzt ein positives Pferde.",2.2636153846153846,0.4871493587722209,0.09585781399775309,0.3114278162881722,0.07903489954392418,0.0003076923076923077,1.0,0.9304108023643494,0.205,0.795,0.0,0.4767
0,It was his be- lief that men lived senseless lives.,"Es war sein Lief, dass Männer sinnloses Leben lebten.",1.8025555555555555,0.38236267928858125,-0.06697692169682745,0.3150238527647237,0.14396225846971958,-0.07034444444444445,0.0,0.9382421374320984,0.0,0.734,0.266,-0.4404
0,Edna was tied to the yoke of undesired motherhood.,Edna war an das Joch der unerwünschten Mutterschaft gebunden.,3.282,0.19389713885469992,-0.015595234670653423,0.2602219383709984,0.12919653364259862,-0.03792222222222222,0.0,0.05589646100997925,0.0,0.748,0.252,-0.4019
0,The worst way to miss someone is to be seated by his/her side and know you'll never have him/her.,"Der schlimmste Weg, jemanden zu vermissen, ist, an seiner Seite zu sitzen und zu wissen, dass Sie ihn nie/sie haben werden.",1.0807619047619048,0.4495080729751645,-0.036678686406098296,0.2890556165412952,0.0550151566796319,-0.00811904761904762,0.0,0.907535195350647,0.127,0.776,0.098,0.1779
0,On the trail of nepeta advice Can you help me with my trailing variegated nepeta?,"Auf der Spur des Nepeta -Ratschlägees können Sie mir bei meinem nachfolgenden, varierten Nepeta helfen?",1.5541333333333334,0.24887754339886298,-0.10192626463513803,0.20268825145178695,-0.02847190120447546,0.0,0.7,0.4484078288078308,0.172,0.828,0.0,0.4404
1,But her own life was often stranger than any action-packed fiction plot.,Aber ihr eigenes Leben war oft seltsamer als jede actionreiche Fiktion.,1.2075454545454545,0.3214810797569144,-0.1205792120919208,0.31405940015938244,0.08758605351093773,-0.0004363636363636363,-1.0,0.9296420216560364,0.0,0.855,0.145,-0.1779
0,The managing director is a man but my immediate boss is a woman.,"Der Geschäftsführer ist ein Mann, aber mein unmittelbarer Chef ist eine Frau.",1.9318333333333335,0.41263711142304466,0.10957727987733075,0.2295715338537598,-0.004025633977347436,0.0,0.0,0.18223786354064941,0.0,1.0,0.0,0.0
0,She lapsed into a little girl voice to deliver a nursery rhyme.,"Sie fiel in eine kleine Mädchenstimme ab, um einen Kinderreim zu liefern.",2.833,0.38457518605501345,-0.055174185570162196,0.2271705897036299,0.03998693855656885,-0.04056666666666667,0.0,0.44260966777801514,0.0,0.752,0.248,-0.3182
0,Fair was definitely not being at the beck and call of her wayward emotions.,Fair war definitiv nicht bei Beck und Call ihrer eigensinnigen Gefühle.,1.1167272727272726,0.2211836437711489,-0.13452732316274432,0.2582410252571391,0.07587129927748484,0.0,0.0,0.9364746809005737,0.231,0.769,0.0,0.4588
1,I'm not going to take this crap any more.,Ich werde diesen Mist nicht mehr aufnehmen.,1.2068571428571429,0.45143970023567354,0.09404195052185857,0.3796820233767666,0.12654176410184173,0.0,0.0,0.9201776385307312,0.0,0.714,0.286,-0.34
1,"He that falls into sin is a man; that grieves at it, is a saint; that boasteth of it, is a devil","Wer in die Sünde fällt, ist ein Mann; Das trauert darüber, ist ein Heiliger; Das prahlt sich davon ein Teufel",2.1138500000000002,0.3757434670242605,-0.026236617422109722,0.2891953327061626,0.0001032541638405611,-0.009725000000000001,0.0,0.9365083575248718,0.131,0.675,0.194,-0.1531
0,The periwinkle is more than a source of beautiful blue in your garden - it's the source of a miraculous brain-booster called vinpocetine.,Das Periwinkle ist mehr als eine schöne Quelle für wunderschönes Blau in Ihrem Garten - es ist die Quelle eines wundersamen Hirnsteigers namens Vinpocetin.,2.7006666666666668,0.30924523541159815,-0.18572934452175047,0.22922056271678196,-0.00019760787716410308,0.029870833333333333,0.10000000000000002,0.9391920566558838,0.331,0.669,0.0,0.872
0,What has he done to deserve this punishment ?,"Was hat er getan, um diese Bestrafung zu verdienen?",1.3717777777777778,0.5020855506333223,0.17414180076335112,0.2963163665971065,0.1688513966559337,0.0,0.0,0.9179292917251587,0.187,0.547,0.266,-0.25
1,"For our momentary lightness of affliction works out for us, more and more surpassingly, an eternal weight of glory.",Für unsere momentane Leichtigkeit des Leidens funktioniert uns immer mehr übertrieben ein ewiges Gewicht des Ruhms.,2.2070625,0.24476824396098032,-0.007320201176835805,0.33605635668662076,0.00563416418492647,-0.0020749999999999996,0.0,0.9398940801620483,0.379,0.561,0.061,0.7783
0,"Every time I think about you, just you also reminds me, your heart will quivering slightly a little.","Jedes Mal, wenn ich an dich denke, erinnerst du mich auch auch, dein Herz wird ein wenig ein wenig zittern.",1.1774499999999999,0.4076247745150067,-0.06587135787834249,0.2865404909405484,0.005831665263285571,0.0,-0.175,0.9008253216743469,0.0,0.892,0.108,-0.3182
1,The white one looks like something that belongs in the toy aisle and the black one gets so disgustingly dirty that it's embarrassing to use in public.,"Der Weiße sieht aus wie etwas, das zum Spielzeuggang gehört und der Schwarze wird so ekelhaft schmutzig, dass es peinlich ist, in der Öffentlichkeit zu bedienen.",2.1192692307692305,0.4144386149864166,-0.12527646542225157,0.2770938050848275,0.0550151566796319,0.0,-0.85,0.9336987137794495,0.0,0.795,0.205,-0.7334
1,"All the walls were painted a sickly green: the same colour, thought Marie, as mushy peas.","Alle Wände waren krank grün: die gleiche Farbe, dachte Marie, wie matschige Erbsen.",1.4172307692307693,0.23526709573287535,-0.33785815574218153,0.31762118288764085,0.13221617892901436,-0.0003692307692307692,-1.0,0.9336816668510437,0.0,0.811,0.189,-0.4215
1,Persuading Chris to buy a round of drinks is like getting blood out of a stone.,"Chris zu überzeugen, eine Runde Getränke zu kaufen, ist wie Blut aus einem Stein zu holen.",1.9395,0.37404795201937074,-0.053358503150088,0.19795895760259347,-0.03687035278228579,0.0,0.15000000000000002,0.9058351516723633,0.107,0.893,0.0,0.2023
0,I spit it out and flick it from my eyes.,Ich spuckte es aus und schnippt es aus meinen Augen.,1.8945999999999998,0.2671427069316674,-0.28228957894006346,0.2986627906889909,-0.027410780975089633,0.0,0.0,0.08402448892593384,0.0,1.0,0.0,0.0
0,"They have fallen literally under the sickle, the ploughshare , and the axe that they once wielded.","Sie sind buchstäblich unter die Sichel, die Ploughshare und die Axt gefallen, die sie einst geführt haben.",2.678588235294118,0.4621676097203783,0.07924096076492677,0.409580364410069,0.10985711913345028,0.00023529411764705883,0.0,0.9175200462341309,0.242,0.758,0.0,0.5859
0,"In these days of siege, psychiatrists must treat disaffection through militant group action and advocating conscientious, high-quality patient care.","In diesen Tagen der Belagerung müssen Psychiater die Unzufriedenheit durch militante Gruppenaktion behandeln und sich gewissenhafte, hochwertige Patientenversorgung befürworten.",3.435157894736842,0.31072113884602126,-0.05894631908109366,0.26580518900353894,0.029010800664639475,0.004468421052631579,0.85,0.8331438302993774,0.235,0.648,0.117,0.4404
0,"Plump red tomatoes, crisp green salads fresh with the bite of radish, spring onion and a trickle of salad dressing.","Pralle rote Tomaten, knusprige grüne Salate frisch mit dem Rettich, Frühlingszwiebeln und einem Trick aus Salatdressing.",2.386875,0.18287179928610614,-0.13295072138462927,0.3206116885471682,0.05145428828618293,0.005625,0.0,0.34729814529418945,0.138,0.862,0.0,0.34
1,"Carbon trading, based on dubious economics, has become a massive scandal, replete with overgenerous emissions allowances, misreporting and fictitious projects.","Der Kohlenstoffhandel, der auf zweifelhaften Ökonomie basiert, ist zu einem massiven Skandal geworden, voll von übergenöser Emissionszulagen, falschen Berichten und fiktiven Projekten.",1.4175000000000002,0.3116349902447183,0.025474899090682384,0.28713544086311543,0.08214601711284286,-0.05015,-1.0,0.9305816292762756,0.049,0.672,0.28,-0.7351
1,Her voice sounded wooden and lifeless as she struggled to control her feelings.,"Ihre Stimme klang hölzern und leblos, als sie sich bemühte, ihre Gefühle zu kontrollieren.",1.4354285714285715,0.40117664559381483,0.07521821833045145,0.30621957542915773,0.14935709306424882,0.0,-1.0,0.9089425206184387,0.0,0.783,0.217,-0.5574
0,He stared with wonder at the dozen flaky homemade biscuits poised on the bed of fresh crabmeat and fragrant sauce.,"Er starrte mit Wundern auf die dutzend schuppigen hausgemachten Kekse, die auf dem Bett aus frischem Krabbenfleisch und duftender Sauce ausgerichtet waren, wundern.",3.1345217391304345,0.15141218251049368,-0.17795993811758923,0.3767577624434605,0.08955407738690603,0.0032217391304347827,0.0,0.8973512053489685,0.276,0.724,0.0,0.8402
0,It is a poignant moment: will Ambedkarnagar be destined to the same cycle that Sanjay Gandhi has been through?,"Es ist ein ergreifender Moment: Wird Ambedkarnagar in denselben Zyklus bestimmt, den Sanjay Gandhi durchgemacht hat?",2.3916250000000003,0.2172816070053982,-0.1149109720755293,0.28895036225781806,0.0791900026938003,0.0,0.0,0.9262235164642334,0.0,1.0,0.0,0.0
0,He's got that bit of adolescent fuzz on his upper lip.,Er hat ein Stück jugendlicher Fuzz an der Oberlippe.,2.970111111111111,0.335478922644933,-0.07348983777388884,0.2810346481292952,0.12881243115192326,0.0,0.0,0.5354958772659302,0.0,1.0,0.0,0.0
1,His rebuff thoroughly deflated me.,Seine Ablehnung entleerte mich gründlich.,1.9506000000000001,0.14871124298607766,-0.02934625794863358,0.33816194147578194,0.2333225514301167,0.0,1.0,0.9300692677497864,0.341,0.353,0.306,0.0772
0,"She showered, quickly slipped on her black wool frock, a string of pearls.","Sie duschte und schlüpfte schnell auf ihr schwarzes Wollkocker, eine Perlenkette.",1.1136363636363635,0.3276488127816348,0.014622506583826914,0.22135687548424599,0.06351547514305937,0.0,0.7,0.7166565656661987,0.213,0.787,0.0,0.4019
0,To make the assumption that JustText was only capable of producing text would be to do it a grave disservice.,"Die Annahme zu machen, dass JustText nur Text produzieren konnte, wäre es, es zu einem schweren Nachteil zu tun.",1.2990526315789472,0.4527324443429616,0.057907111032779464,0.2888982129477358,0.0031409386503955476,-0.0002526315789473684,0.0,0.9350549578666687,0.0,0.787,0.213,-0.5574
0,"The long, narrow proportions of the 2,600 sf Patisserie is reinforced by a floating ceiling running the length of the interior, drawing the patron in from Queen Street to the depths of the kitchen.","Die langen, engen Proportionen der 2.600 SF -Patisserie werden durch eine schwimmende Decke verstärkt, die über die Länge des Innenraums läuft und den Patron von der Queen Street in die Tiefen der Küche hineinzieht.",3.0809117647058826,0.3338406530212337,-0.0770386324885752,0.2952870474482936,0.018165304016293873,0.0,1.0,0.029713034629821777,0.068,0.932,0.0,0.34
1,Everyone on the packed stage is singing the most complex music at speeds that are almost unreasonable.,Jeder auf der vollen Bühne singt die komplexeste Musik mit fast unvernünftiger Geschwindigkeit.,2.6619230769230766,0.23048810915964738,-0.3835134820955123,0.30283749270697286,0.08000186432114616,-0.025015384615384613,0.0,0.9375995993614197,0.0,0.851,0.149,-0.2748
0,"Open belt, NO baggage, No high - heeled shoes!","Offengürtel, kein Gepäck, keine hohen Schuhe!",0.0,0.4610120193273881,0.34925274387399446,0.1526486422356948,0.08567837847398328,0.0006666666666666666,0.0,0.47771304845809937,0.0,0.689,0.311,-0.308
0,The homeward-bound ploughman roars his tractor across the flyover linking two fields bisected by the roar of the motorway beneath.,"Der nach Hause gebundene Pflüger brührt seinen Traktor über die Überführung, die zwei Felder verbindet, die vom Roar der Autobahn darunter halbiert werden.",2.5006956521739134,0.29543997823273954,-0.07285449698691815,0.2742838858517954,0.0039986940899275954,0.0,0.0,0.10806280374526978,0.095,0.905,0.0,0.3182
1,They would take out their vengeance and fury on exam papers.,Sie würden ihre Rache und Wut in Prüfungen übernehmen.,1.5659999999999998,0.34695612768134027,-0.001102593390305405,0.2913862401368267,0.023641269705793357,0.0,0.0,0.8693192005157471,0.0,0.493,0.507,-0.802
0,I love the crispy crunch bits on the outside and the soft pillowy inside slathered in lots of butter.,Ich liebe die knusprigen Crunch -Teile von außen und das weiche Kissen in viel Butter.,2.2006666666666663,0.21424546354289473,-0.26720056032235145,0.27456063790739293,-0.09972178380525018,0.031479999999999994,0.5,0.8330948948860168,0.266,0.734,0.0,0.5719
1,They ramped and raged like a pack of trapped beasts.,Sie rampelten und tobten wie eine Packung eingeschlossener Bestien.,1.9272222222222222,0.23907506076413965,-0.08613910362849403,0.3137570062193281,0.09314761257940178,0.0,0.0,0.8999649882316589,0.0,1.0,0.0,0.0
0,"China cosmetic industry ought to keep away from the babbittry""price war""and hold the chance and course.",Die China -Kosmetikindustrie sollte sich vom Babbittry -Preiskrieg fernhalten und die Chance und den Kurs halten.,2.003375,0.40104792138827816,-0.006086990378668898,0.27451190754298677,0.04132345192748669,0.0,-1.0,0.918782651424408,0.0,1.0,0.0,0.0
0,We were pelted with rotten tomatoes.,Wir waren mit faulen Tomaten ausgestoßen.,1.577,0.19972775604449827,0.06177076654516774,0.25126161968499594,0.029268169122436582,-0.005833333333333334,0.0,0.8420082926750183,0.0,0.667,0.333,-0.3612
0,Mind you don't tread in that puddle.,"Denken Sie daran, Sie treten nicht in dieser Pfütze.",1.297,0.5163385988111161,0.28738087880960256,0.28718099821423654,0.09367442733520463,0.0,0.0,0.9042271971702576,0.0,1.0,0.0,0.0
0,We've branded our cattle.,Wir haben unser Vieh gebrandmarkt.,2.1957999999999998,0.378156010003156,0.2232841312805577,0.31247753511367127,0.18745110173468213,0.0,0.0,0.31319350004196167,0.0,1.0,0.0,0.0
0,"There was a glow on his face , wrinkled by a life time of suffering, that inspired one with a feeling of unshakable optimism.","Es war ein Leuchten im Gesicht, das von einer Lebenszeit des Leidens gerissen wurde und das einen mit einem Gefühl des unerschütterlichen Optimismus inspirierte.",2.2912500000000002,0.3582831269587802,-0.008318181998415119,0.24766749206480612,-0.04159413215926089,0.0,1.0,0.9324354529380798,0.225,0.775,0.0,0.7506
0,"Look, through the eyes of a physicist, at a bounding kangaroo, a swooping bat, a leaping dolphin, a soaring Coast Redwood.","Schauen Sie durch die Augen eines Physikers an einem beschränkten Känguru, einem Sturzfledermaus, einem springenden Delphin, einem hochfliegenden Redwood an der Küste.",1.0742727272727273,0.30365065939177666,-0.11620059391814472,0.29973161668289466,0.0031409386503955476,-0.00021818181818181816,-0.7,0.07619017362594604,0.0,0.886,0.114,-0.4019
1,Then that silly season when the oil rigs blew like bottles in a crate of excited stout.,"Dann blies diese dumme Jahreszeit, als die Ölbohrinerien wie Flaschen in einer Kiste aus aufgeregtem Stout wehten.",1.9526470588235298,0.2888582988267829,-0.060064037603963415,0.30776561217088083,0.09708287490440498,-0.03499411764705882,-1.0,0.9320604205131531,0.062,0.769,0.169,-0.4767
1,The new movie is a killer.,Der neue Film ist ein Killer.,3.2771666666666666,0.48620343505023317,0.34720565301110473,0.21076874926721476,0.08512576272660377,0.0006666666666666666,0.0,0.9306328296661377,0.367,0.633,0.0,0.4404
0,The open-plan kitchen brings you both gustatory and visual pleasure.,Die offene Küche mit offener Ebene bringt Ihnen sowohl Gustatory als auch visuelles Vergnügen.,2.4265714285714286,0.3304295688053896,-0.07973021568326007,0.2994828321261276,0.1353701775722864,0.0,0.85,0.8439825773239136,0.217,0.783,0.0,0.5574
0,"At once Maxwell was up, yawning, stretching his tall, untanned body in the chilly air.","Sofort war Maxwell auf, gähnte und streckte seinen hohen, ungestillten Körper in der kühlen Luft.",1.965266666666667,0.1437489920083274,-0.34764921150477274,0.2938172557193584,0.11078438181094474,0.0,0.0,0.3252550959587097,0.141,0.859,0.0,0.3182
0,We grab phrase to about the aged the injured thethe conjoined the deformed and the dying.,"Wir greifen nach dem Alter der Verletzten, die die Verformten und das Sterbende verbunden haben.",2.5406,0.3460886290945404,-0.08591730984335033,0.30010377683399087,-0.02688036197650337,-5.33333333333333e-05,0.0,0.08892166614532471,0.195,0.649,0.157,-0.0772
1,"He is alike to datura, the dependence blood is a nutrient, has deadly perilous, cruel sanguinary, so, he is too standing single.","Er ist gleichermaßen wie Datura, das Abhängigkeitsblut ist ein Nährstoff, hat tödliche gefährliche, grausame Sanguinary, also ist er zu stehend Single.",1.7088095238095238,0.4088776450806537,-0.017243419732996337,0.28506743001040424,0.08051491111238049,-0.04636666666666667,-1.0,0.9344851970672607,0.0,0.621,0.379,-0.9001
0,She only bought that sports car to show off and prove she could afford one.,"Sie kaufte diesen Sportwagen nur, um sich zu zeigen und zu beweisen, dass sie sich eines leisten könnte.",1.0119444444444445,0.4835356748454182,0.06766282318412366,0.24552913284711103,0.005923888024644173,0.0,0.15000000000000002,0.10708898305892944,0.0,1.0,0.0,0.0
0,"Family enterprises, from family workshop, partnership, joint stock company listed family holdings, family enterprise's shadow.","Familienunternehmen, von Family Workshop, Partnerschaft, Joint Stock Company listete Familienbesitze, Familienunternehmensschatten auf.",1.8525833333333335,0.2105267603038977,0.02420379645565628,0.2849712689351742,0.07257239750227051,0.0,0.0,0.02735316753387451,0.241,0.759,0.0,0.5423
0,We can't let these boys become just another statistic.,"Wir können nicht zulassen, dass diese Jungen nur eine andere Statistik werden.",1.2839166666666666,0.5238859240550761,0.13963215038354967,0.2602685455168495,0.05216630872302525,0.0,-0.5,0.9069536924362183,0.0,1.0,0.0,0.0
0,What for? If he'd been a real knight he would still be alive!,"Wozu? Wenn er ein echter Ritter gewesen wäre, wäre er immer noch am Leben!",2.652857142857143,0.47602263078743495,0.1294610773068449,0.2545647905562824,0.013239639867456183,0.0,0.5,0.9178533554077148,0.0,1.0,0.0,0.0
1,"I cope with my quarry will not be soft-hearted, targeting, Fierce bite, no matter how strong the other side is !","Ich komme mit meinem Steinbruch damit fertig, nicht weichherzig, zielgerichtet, heftiger Biss, egal wie stark die andere Seite ist!",1.357,0.33765702556220933,0.032257946091774854,0.26949241739328833,0.0021205239689063024,-0.009573684210526316,0.2333333333333333,0.937994658946991,0.274,0.639,0.087,0.5274
1,"And no, Bill, I wasn't talking about sex - you've got a one-track mind!","Und nein, Bill, ich habe nicht über Sex gesprochen - du hast einen Einspur!",2.060642857142857,0.38518473013557314,0.2064049637406206,0.25034450059370944,-0.024467831425697244,0.0,0.0,0.9209612011909485,0.0,1.0,0.0,0.0
1,She's pretty well banking on Jamie or Gary being a perfect match.,"Sie ist ziemlich gut, wenn sie Jamie oder Gary ein perfektes Spiel ist.",2.4149230769230767,0.3216886641385154,-0.006210812545749271,0.2696971928696534,0.017403743883174134,0.056146153846153846,1.0,0.9356372952461243,0.389,0.611,0.0,0.791
1,She worked her fingers to the bone to provide a home and food for seven children.,"Sie arbeitete mit ihren Fingern bis zum Knochen, um sieben Kinder ein Zuhause und Essen zu bieten.",1.9808823529411763,0.401949217253158,-0.012078884372422397,0.22823173148138398,-0.05629462262397282,0.0,0.0,0.026668846607208252,0.0,1.0,0.0,0.0
0,She has an earthy sense of humour.,Sie hat einen erdigen Sinn für Humor.,1.4937142857142856,0.33338119535753113,-0.04074342890030126,0.2816657672946222,0.1260711271630374,0.0,0.0,0.9405912160873413,0.533,0.467,0.0,0.6908
0,It is high-tea; time for another feeding frenzy.,Es ist High-Tea; Zeit für einen weiteren Fütterungsrausch.,2.0395,0.5558360329736514,0.48952992768833886,0.17918497627126567,0.03342335962908612,0.0,0.0,0.9318324327468872,0.0,1.0,0.0,0.0
0,She just goes to pieces in exams.,Sie geht nur in Prüfungen in Stücke.,1.7367142857142857,0.4642986137322605,0.17151019992870123,0.31547451324252174,0.15291812160205218,0.0,0.0,0.027318894863128662,0.0,1.0,0.0,0.0
0,She bit the thread in two.,Sie biss den Faden in zwei Teile.,2.823,0.32202270593665855,0.10243462642493671,0.2449966054877497,0.15447679648726056,-0.0006857142857142857,0.0,0.12950289249420166,0.0,0.732,0.268,-0.296
1,Her nerves were stretched to breaking point.,Ihre Nerven wurden bis zum Bruchpunkt gestreckt.,1.633571428571429,0.22300158446756785,-0.25481940946000703,0.26234972364123926,0.026352264398070212,0.0,-1.0,0.02521568536758423,0.0,0.698,0.302,-0.3818
0,She just lurches from one bad relationship to another.,Sie taumelt nur von einer schlechten Beziehung zu einer anderen.,1.1320999999999999,0.3790746583051135,-0.1815517486513145,0.27704538365921283,0.1259672733909937,-0.07705999999999999,0.0,0.9327779412269592,0.0,0.75,0.25,-0.4588
1,Being totally alone is my idea of hell on earth.,Ganz allein zu sein ist meine Vorstellung von der Hölle auf Erden.,3.080250000000001,0.42739078753706805,0.240984109399254,0.23439648799780144,-0.009712383094532102,0.0,-0.7,0.9304671287536621,0.0,0.719,0.281,-0.6486
0,One must learn to weed out incendiary polemics and agitprop from the whirling online maelstrom to become an informed and thoughtful citizen.,"Man muss lernen, Brandpolemik und AgitProp aus dem wirbelnden Online -Strudel auszurotten, um ein informierter und nachdenklicher Bürger zu werden.",1.7337999999999998,0.23989686037387897,-0.22352822905475406,0.312565101787546,0.02757227944232468,0.0,0.0,0.9408440589904785,0.105,0.726,0.169,-0.3818
0,"Soon enough, just as the saying goes, the honeymoon is over.","Bald genug, genau wie das Sprichwort sagt, ist die Flitterwochen vorbei.",2.0275454545454545,0.3261413228625959,0.015568091325634859,0.28440906341426264,0.05642561245043874,0.0,0.7,0.8697558045387268,0.18,0.82,0.0,0.296
1,I nearly died of shame!,Ich bin fast vor Scham gestorben!,3.356333333333333,0.3353555011643903,0.0939466051911966,0.30473558675400136,0.04857684508683453,0.0,0.0,0.9344774484634399,0.0,0.657,0.343,-0.3846
0,She pressed a kiss on my cheek then hared off.,Sie drückte einen Kuss auf meine Wange und hielt mich ab.,2.4989090909090907,0.2902321930355787,0.03326015293309482,0.26304739174401426,0.03763614408400489,0.0,0.0,0.04720306396484375,0.0,1.0,0.0,0.0
0,How many ways are there to make a Full House in poker? Or a Royal Flush?,Wie viele Möglichkeiten gibt es im Poker ein volles Haus? Oder ein königlicher Flush?,1.913714285714286,0.35826818042163255,-0.06437443216957031,0.25455798522736595,0.0260653223519775,0.00028571428571428574,0.0,0.9195639491081238,0.18,0.82,0.0,0.4329
1,The child devours fairy tales.,Das Kind verschlingt Märchen.,3.0995,0.18165753345812452,0.01999083632127125,0.32412490682023015,0.25301018543013437,0.001,0.0,0.8904480338096619,0.0,0.612,0.388,-0.2263
0,"Jenny Allen, a 38-year-old fundraiser from West Virginia, wore a laminated picture of her great aunt, an elegant lady in a double strand of pearls who fought for civil rights years ago.","Jenny Allen, eine 38-jährige Spendenaktion aus West Virginia, trug ein laminiertes Bild ihrer großen Tante, einer eleganten Dame in einem doppelten Perlen, der vor Jahren für Bürgerrechte kämpfte.",2.2634642857142855,0.2879484201508955,-0.36456106433939917,0.23084112871207,-0.05614591282735501,0.020746428571428572,0.7,0.029795289039611816,0.165,0.762,0.073,0.4588
0,Instead he fills them with any of the dozens of different varieties of liquid that line the walls of his lab.,"Stattdessen füllt er sie mit einem der Dutzenden verschiedener Flüssigsorten, die die Wände seines Labors auskleiden.",1.32525,0.34291769519665943,-0.014742345695315613,0.2914368502083021,0.0031409386503955476,0.00025,-1.0,0.027421176433563232,0.118,0.882,0.0,0.25
0,Henry Weston: How can a store throw a temper tantrum?,Henry Weston: Wie kann ein Geschäft einen Wutanfall werfen?,3.021,0.3251266250915044,-0.033339611422258775,0.22413562660374714,0.062849071778672,0.0,0.0,0.057338178157806396,0.0,1.0,0.0,0.0
0,"A wish to two happy people for a future of dreams comes true,Congratulations!","Ein Wunsch an zwei glückliche Menschen für eine Zukunft von Träumen wird wahr, herzlichen Glückwunsch!",2.4438666666666666,0.3241458521448795,-0.045169419188263955,0.21555747467791872,0.007637592409597936,0.007933333333333334,1.0,0.9266583323478699,0.558,0.442,0.0,0.9312
0,"Indeed, the inter-connections of this penal trinity of population, capacity and conditions form the heart of the reform quagmire.","In der Tat bilden die Zusammenhänge dieser Strafe von Bevölkerung, Kapazität und Bedingungen das Herzstück des Reform-Sumpfes.",2.3801764705882356,0.34961767125593907,0.008916158032789117,0.23100391650230837,0.024926906621258762,0.0,0.0,0.929508626461029,0.0,1.0,0.0,0.0
0,Sit back and relax - I'll open a bottle of wine.,Lehnen Sie sich zurück und entspannen Sie sich - ich werde eine Flasche Wein öffnen.,1.9025999999999998,0.3689456984936229,0.07306155792253705,0.296049637285615,-0.024467831425697244,0.0,0.0,0.2597971558570862,0.188,0.812,0.0,0.4588
