Unnamed: 0,english,german_google_translate,label,imageability,unexpectedness_avg_glove,unexpectedness_min_glove,unexpectedness_avg_word2vec,unexpectedness_min_word2vec,polarity_senti_ws,polarity_text_blob,subjectivity_huggingface,vader_positive,vader_neutral,vader_negative,vader_compound
52,She was a prissy little girl.,Sie war ein Prissy -kleines Mädchen.,0,0.8356666666666667,0.19682322251810433,-0.2293015757555405,0.22189811650598748,0.10491169671897879,0.0,0.0,0.9120951294898987,0.0,0.781,0.219,-0.1027
53,My uncle tipples brandy.,Mein Onkel Tipples Brandy.,0,1.5595,0.4464226969633314,0.4464226969633314,0.43582004221433096,0.43582004221433096,0.0,0.0,0.9351618885993958,0.0,1.0,0.0,0.0
54,The host bowed us in.,Der Gastgeber verneigte uns ein.,0,1.8405999999999998,0.07157143161555765,-0.17356389865596536,0.1878964620717282,0.043390922397291753,0.0,0.0,0.8743542432785034,0.0,1.0,0.0,0.0
55,Heavenly music swelled from nowhere.,Die himmlische Musik schwoll aus dem Nichts an.,0,2.259875,0.2546816148606637,-0.06734141212540834,0.25917417878407994,0.055241649894316035,0.0261,1.0,0.9105373024940491,0.386,0.614,0.0,0.6597
56,He was sent to prison on a bum rap.,Er wurde mit einem Penner Rap ins Gefängnis geschickt.,0,3.073111111111111,0.30356421766505487,-0.08754170428446449,0.24670848477339172,0.06728697123186735,0.0,1.0,0.05261242389678955,0.219,0.547,0.234,-0.0516
57,That's a comical hat you're wearing.,"Das ist ein komischer Hut, den du trägst.",0,1.626875,0.3296068500848063,-0.037123972426732786,0.20316730758836024,0.029982797917457532,0.0,1.0,0.9394077658653259,0.0,1.0,0.0,0.0
58,Just because I am not a misanthrope?,Nur weil ich kein Misanthrop bin?,0,1.23,0.32990691524042914,-0.07598728531271036,0.3538034619715117,0.1984931522958881,0.0,0.0,0.9233369827270508,0.0,1.0,0.0,0.0
59,You're a dirty liar!,Du bist ein schmutziger Lügner!,0,1.0028000000000001,0.22371883209166096,-0.032991313053334595,0.29641883913468176,0.08995650368494061,-0.05968,0.0,0.9422415494918823,0.0,0.326,0.674,-0.7345
60,Who designed the new school?,Wer hat die neue Schule entworfen?,0,2.487,0.45990428514225934,0.28747551322752996,0.258393761649343,0.1835901757591161,0.0006666666666666666,0.0,0.22354865074157715,0.367,0.633,0.0,0.4404
61,I will cherish every good to me.,Ich werde jedes Gut für mich schätzen.,0,1.1504285714285716,0.424802996878691,0.26409946218204444,0.3359912049978302,0.13338553519623367,0.0,1.0,0.9156736135482788,0.51,0.49,0.0,0.6369
62,I must be dashing off now.,Ich muss jetzt wegrutschen.,0,1.81975,0.5300269070597903,0.4646658009931249,0.31177584137361297,0.2764466750914801,0.0,0.0,0.8924475312232971,0.0,1.0,0.0,0.0
63,This man is a phoney.,Dieser Mann ist ein Phoney.,0,2.4905999999999997,0.5553280322262506,0.47390583529236446,0.30380752758466706,0.2610573025160976,0.0,0.0,0.9360789656639099,0.0,1.0,0.0,0.0
64,Doesn't Kate look gorgeous?,Sieht Kate nicht wunderschön aus?,0,2.846,0.21699652965018082,0.055132691077547945,0.3318942027134278,0.24570134552127543,0.0,-0.5,0.9174894690513611,0.0,0.554,0.446,-0.4973
65,He just scraped into college.,Er kratzte gerade das College.,0,2.6422,0.22963879834244727,-0.0531676800983488,0.3368230452030426,0.17041712468357464,0.0,0.0,0.06364351511001587,0.0,1.0,0.0,0.0
66,Shall I zip you up ?,Soll ich dich aufrollen?,0,0.74275,0.5432687177054533,0.37615007154054303,0.43044166322408073,0.23143434283365708,0.0,0.0,0.847832202911377,0.0,1.0,0.0,0.0
67,Are these real diamonds or paste?,Sind diese echten Diamanten oder Paste?,0,1.5360000000000003,0.39176504881523455,0.2192677158377506,0.31872965196515834,0.2299394561334084,0.0,1.0,0.8527460694313049,0.0,1.0,0.0,0.0
68,Do I look absurd in this hat?,Sehe ich in diesem Hut absurd aus?,0,2.0372857142857144,0.2712810321352944,0.07814583385284797,0.3276886482790376,-0.09972178380525018,0.0,-1.0,0.9308675527572632,0.0,0.769,0.231,-0.2023
69,Gods determine what you're going to be.,"Götter bestimmen, was Sie sein werden.",0,0.584,0.4563292058059305,0.258959208710889,0.28624362109940105,0.2497072875489719,0.0,0.0,0.38442176580429077,0.0,1.0,0.0,0.0
70,I wrote this sappy love song.,Ich habe dieses saftige Liebeslied geschrieben.,0,2.4253333333333336,0.2272557599635175,-0.02551835448030866,0.37703443300097184,0.11036898065259045,0.0,0.0,0.9275060892105103,0.0,1.0,0.0,0.0
71,He then descends to chop suey.,"Dann steigt er ab, um Suey zu hacken.",0,1.817625,0.3081775626724395,-0.11318655705940404,0.32247300279344093,0.19723595880365333,0.0005,0.0,0.11487877368927002,0.222,0.778,0.0,0.25
72,It was a jest rather than a reproach.,Es war eher ein Scherz als ein Vorwurf.,0,2.988625,0.47104257630788254,0.17529086456434534,0.3019056336666944,0.17992810124778308,0.0,0.0,0.9069132804870605,0.0,0.753,0.247,-0.3182
73,He just couldn't shake it off.,Er konnte es einfach nicht abschütteln.,0,2.1293333333333333,0.5723758304568507,0.3798682238394485,0.3286251380389424,0.19153151047537612,0.0,0.7,0.8701609969139099,0.315,0.685,0.0,0.3182
74,I pine for the countryside.,Ich kiefere für die Landschaft.,0,1.6448,0.40518877192875963,0.30293363574590887,0.03407011808478961,0.03407011808478961,0.0,0.0,0.9308827519416809,0.0,1.0,0.0,0.0
75,He had to bone up on his French.,Er musste auf seinem Französisch steigen.,0,2.2708333333333335,0.45359170882468375,0.26274748250998753,0.2739775476153579,0.136078678279803,0.0,0.0,0.6456880569458008,0.286,0.714,0.0,0.25
76,I have a feeling he'll come.,"Ich habe das Gefühl, dass er kommen wird.",0,2.288875,0.5080674148641532,0.38298498726640157,0.24681105875175866,0.07163797460514758,0.0,0.0,0.9076250195503235,0.0,1.0,0.0,0.0
77,He's my senior by three years.,Er ist drei Jahre lang mein Senior.,0,2.2027142857142854,0.48174039175762146,0.31045915371964555,0.21443211569921264,-0.0006105940167765171,0.0,0.0,0.06945180892944336,0.0,1.0,0.0,0.0
78,Bung your coat anywhere.,Stecke deinen Mantel überall.,0,1.81625,0.10667186757109468,-0.00970426473532688,0.5022408252284097,0.4428845560295651,0.0,0.0,0.544140636920929,0.0,1.0,0.0,0.0
79,Lay off bullying Jack.,Legen Sie Mobbing Jack ab.,0,2.8386000000000005,0.1927805502944713,0.024761812341101152,0.2917417912789161,0.17649240375376618,0.0,0.0,0.8995847702026367,0.0,1.0,0.0,0.0
80,There's no pat answer to that.,Darauf gibt es keine Pat -Antwort.,0,1.6776666666666669,0.47197226855594226,0.13762808030628088,0.2689260427408147,0.1257436589294541,0.0,0.0,0.03444993495941162,0.0,1.0,0.0,0.0
81,She gave a chuckle of delight.,Sie kicherte Freude.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9050129055976868,0.649,0.351,0.0,0.5719
82,That man gave her a dose of opium.,Dieser Mann gab ihr eine Dosis Opium.,0,2.241857142857143,0.42277635678132136,0.08447080943550658,0.24136665134958174,0.06351547514305937,0.0,0.0,0.028638362884521484,0.0,1.0,0.0,0.0
83,The party was a real booze - up.,Die Party war ein echter Alkohol - hoch.,0,2.6583750000000004,0.2779967360641895,-0.014220708982428288,0.16253985451329078,0.0001032541638405611,0.0,0.85,0.9397623538970947,0.277,0.723,0.0,0.3182
84,How impudent u are to say such a thing.,"Wie frech du bist, so etwas zu sagen.",0,1.6721249999999999,0.37710228237062154,0.08726384564407938,0.27570465453256926,-0.007028436367954545,0.0,-1.0,0.9359707832336426,0.0,0.778,0.222,-0.25
85,I was just phoning up for a chat.,Ich habe mich nur für einen Chat angerufen.,0,2.669625,0.3863389403494778,0.10125678804960404,0.27503862014114305,0.08041332449643548,0.0,0.0,0.025722384452819824,0.0,1.0,0.0,0.0
86,Does that old car still earn its keep?,Verdient dieses alte Auto immer noch seinen Aufbewahrung?,0,3.1403750000000006,0.433272148269384,0.1158010320904449,0.23855190493175732,0.02123635935407335,0.0117625,0.0,0.8879153728485107,0.243,0.583,0.175,0.1779
87,I'm after a tie to go with this shirt.,Ich bin nach einer Krawatte nach diesem Hemd.,0,2.6362500000000004,0.37804723064873097,0.03900555685976873,0.23795630376390117,-0.027029144185665727,0.0,0.0,0.02691066265106201,0.0,1.0,0.0,0.0
88,I've got no will power.,Ich habe keine Willenskraft.,0,1.12725,0.5565496950451168,0.4672787650477262,0.34298502624851246,0.22651540855040303,0.0,0.0,0.9011973142623901,0.0,1.0,0.0,0.0
89,Thanks for washing my pj's honey.,"Danke, dass du den Honig meines PJ gewaschen hast.",0,2.3253333333333335,0.15482880194106569,-0.031157241408695052,0.26798561890573713,0.029982797917457532,0.0,0.0,0.9157695174217224,0.266,0.734,0.0,0.4404
90,I want it with lettuce instead of peas.,Ich möchte es mit Salat anstelle von Erbsen.,0,2.916125,0.30801697903292174,0.049757539960458334,0.1909709077940551,-0.07413395290005485,0.043125,1.0,0.0703093409538269,0.278,0.722,0.0,0.4019
91,He had to prove himself all over again.,Er musste sich noch einmal beweisen.,0,2.189666666666667,0.6240857575731151,0.5293445978151378,0.3459639390674331,0.21321911771181642,0.0,1.0,0.45289433002471924,0.0,1.0,0.0,0.0
92,A big clap for our last contestant!,Ein großer Klatschen für unseren letzten Kandidaten!,0,2.1244285714285716,0.23521063994659416,-0.029976964842191308,0.3086681446857016,0.12697280719472814,0.05277142857142857,0.7,0.9396966099739075,0.285,0.715,0.0,0.3382
93,She tried to do away with herself.,Sie versuchte mit sich selbst zu beseitigen.,0,1.1757142857142857,0.5591075452457274,0.3651612329431751,0.2969835697169285,0.15469711461826535,0.0,0.0,0.05221480131149292,0.178,0.822,0.0,0.0772
94,She's one snappy dresser.,Sie ist eine bissige Kommode.,0,1.4772,0.33099754188152475,0.003022864251866183,0.3088567660552127,0.2769228158485632,0.0,-1.0,0.9330056309700012,0.231,0.769,0.0,0.0516
95,My roommate just got a Mac.,Mein Mitbewohner hat gerade einen Mac.,0,2.3935,0.3290026028022005,0.11352036207346984,0.3050722507213811,0.1282707774120277,0.0,0.0,0.031096339225769043,0.0,1.0,0.0,0.0
96,Don't give me that jazz!,Gib mir diesen Jazz nicht!,0,1.9240000000000002,0.25779892108101776,0.06166296440072206,0.26921617373299916,0.07490318032807422,0.0,0.0,0.9202684760093689,0.0,1.0,0.0,0.0
97,She certainly lives life to the full.,Sie lebt auf jeden Fall das Leben in vollen Zügen.,0,2.1273999999999997,0.3990513701587745,0.15867273937643145,0.2072950736981429,0.016640644985744607,0.0,0.0,0.919978141784668,0.0,1.0,0.0,0.0
98,They trampled his flowers out of spite.,Sie trampelten seine Blumen aus Trotz.,0,1.7181666666666668,0.20434546305986073,-0.21111235327513764,0.2020811795427806,0.09727702264103191,0.0,0.0,0.878601610660553,0.0,1.0,0.0,0.0
99,A tale of a woman fighting back?,"Eine Geschichte einer Frau, die sich wehrt?",0,1.8795714285714287,0.5996501661489153,0.4856811261345862,0.26569725327508065,0.0884870026509374,0.0,0.0,0.5742841958999634,0.0,1.0,0.0,0.0
100,Who's been fooling with the radio dial?,Wer hat mit dem Radio -Zifferblatt täuscht?,0,2.1355714285714287,0.39957575933549366,0.2515380807324889,0.19500768487701903,0.022135037752091344,0.0,0.0,0.9226163029670715,0.0,0.667,0.333,-0.4588
101,You have to grub up the roots.,Sie müssen die Wurzeln aufbauen.,0,2.317,0.45578886959692744,0.32606868973669406,0.37825355664141314,0.3187395115363447,0.0,0.0,0.43370890617370605,0.0,1.0,0.0,0.0
102,He got the boot.,Er bekam den Stiefel.,0,2.0564999999999998,0.5515484731337943,0.4626383868081524,0.3433949746486997,0.2146309315794892,0.0,0.0,0.027341008186340332,0.0,1.0,0.0,0.0
103,They don't have a prayer of winning.,Sie haben kein Gewinngebet.,0,1.12,0.5295575337500402,0.41604175084788747,0.1479175643367961,0.012375500700151634,0.0,0.0,0.5150145292282104,0.0,1.0,0.0,0.0
104,It annoys me when you fidget!,"Es nervt mich, wenn du zappst!",0,0.5823333333333334,0.29414565277861293,0.03452721662868827,0.3235176218979476,0.13875906329278598,-0.0229,0.0,0.9337223172187805,0.0,0.634,0.366,-0.4389
105,My brother is a little terror.,Mein Bruder ist ein kleiner Terror.,0,1.8813333333333333,0.4202028402424657,0.28637427653659636,0.254898023494834,-0.008810883051641996,-0.045250000000000005,0.0,0.9400701522827148,0.0,0.408,0.592,-0.7003
106,I parted with him for his dishonesty.,Ich trennte mich für seine Unehrlichkeit.,0,1.7080000000000002,0.3557707133286038,0.163359766059112,0.29974532156079425,0.1350532213177879,-0.08388333333333332,0.0,0.9215320944786072,0.0,0.471,0.529,-0.5423
107,You need to barber that beard of yours.,Sie müssen Ihren Bart von Ihnen brüllen.,0,2.061142857142857,0.44034928936839846,0.17554220630850093,0.28217736665068144,0.14865028093304916,0.0,-1.0,0.9214906096458435,0.0,1.0,0.0,0.0
108,Who's filched my pencils?,Wer hat meine Bleistifte gefilmt?,0,0.8130000000000001,0.2406981433014874,-0.00439064923439765,0.37238532839946503,0.2507309214936979,0.0,0.0,0.6117839217185974,0.0,1.0,0.0,0.0
109,You wanna tap out?,Willst du aussteigen?,0,0.0,0.5406628627579666,0.5406628627579666,0.4541812110495454,0.4541812110495454,0.0,0.0,0.107216477394104,0.0,1.0,0.0,0.0
110,I'll bet they have yummy ice cream.,"Ich wette, sie haben leckeres Eis.",0,0.7466666666666667,0.21798033040046672,-0.11161647251484334,0.3189758763799001,0.17449556971612135,0.0,0.0,0.925530731678009,0.0,1.0,0.0,0.0
111,Stop being such a snob.,"Hör auf, so ein Snob zu sein.",0,2.682,0.23046358554129656,-0.05109289889287618,0.25950951988063414,0.08491790209249431,0.0,0.0,0.9249608516693115,0.0,1.0,0.0,0.0
112,I think my watch is bust.,"Ich denke, meine Uhr ist Büste.",0,1.5778333333333334,0.3492268144054927,0.20036713115720778,0.19616709132322552,0.018933767249451783,0.0,0.0,0.9237160086631775,0.0,1.0,0.0,0.0
113,"Keep flax from fire,youth from gaming.","Halten Sie Flachs vom Feuer ab, Jugendliche vom Spielen.",0,3.347777777777778,0.30029179920596455,-0.044349244956232665,0.23161601348524855,0.02191942757563874,0.0,0.0,0.8995868563652039,0.0,0.792,0.208,-0.2732
114,"And, quite frankly, I just let rip.",Und ehrlich gesagt lasse ich einfach RIP.,0,2.4875714285714285,0.36018481516801715,0.15774578264862654,0.3573893550480294,-0.024467831425697244,0.0,0.85,0.9322923421859741,0.533,0.467,0.0,0.6908
115,It's time we dug up those potatoes.,"Es ist Zeit, dass wir diese Kartoffeln ausgegraben haben.",0,0.9495555555555555,0.38740080219437323,0.05845601571511022,0.2577279355589445,0.07389591062884389,0.0,0.0,0.9258303642272949,0.0,1.0,0.0,0.0
116,The frost has blighted my crops.,Der Frost hat meine Ernte geschmückt.,0,3.2631666666666668,0.27741650814313845,0.14282567951743266,0.249384653150667,0.1179959262117322,0.0,0.0,0.8880323767662048,0.342,0.658,0.0,0.3818
117,He had to wriggle his way out.,Er musste sich seinen Weg draußen wanden.,0,1.4404285714285712,0.47052673585051547,0.23029871152238587,0.2590397371458937,0.165077053806134,0.0,0.0,0.3715423345565796,0.0,1.0,0.0,0.0
118,I ought make hay while the sun shines.,"Ich sollte Heu machen, während die Sonne scheint.",0,3.0725,0.34127462028611033,0.11863347106097344,0.2654060062408079,0.03407011808478961,0.0,0.0,0.5341196656227112,0.0,1.0,0.0,0.0
