speaker,sentence,imageability,unexpectedness_avg_glove,unexpectedness_min_glove,unexpectedness_avg_word2vec,unexpectedness_min_word2vec,polarity_senti_ws,polarity_text_blob,subjectivity_huggingface,vader_positive,vader_neutral,vader_negative,vader_compound
Johannes Schmuckenschlager,"Gestern erst wurde die Methanstrategie der Europäischen Kommission vorgestellt, und da hätten wir einen doppelten Effekt, einen Win-win-Effekt, indem wir mit der Biogasverwertung noch positiv aus Methan aussteigen könnten.Das heißt, diese Unterschriften sind Verpflichtung, aber nicht Entpflichtung  auch für die Gesellschaft!",1.864452380952381,0.37889947574608357,-0.10450922171033428,0.27378187826491895,-0.02688036197650337,0.0,1.0,0.8030807375907898,0.078,0.922,0.0,0.5255
Johannes Schmuckenschlager,Politisch haben wir die ersten Schritte gesetzt.,1.667,0.3991015842796748,0.24249198971879712,0.23708813455690808,0.09461621149960697,0.0,0.7,0.8305566310882568,0.0,1.0,0.0,0.0
Johannes Schmuckenschlager,Wo stehen wir aber gesellschaftlich?,1.0602,0.4626287253817724,0.3307866347856388,0.24568864706534402,0.1695691096963488,0.0,0.0,0.8313854932785034,0.0,1.0,0.0,0.0
Johannes Schmuckenschlager,"Da ist die Bereitschaft, tätig zu werden, eine sehr große, wenn man nur die Beteiligungsverhältnisse bei Solarkraftwerken betrachtet.",1.6550555555555555,0.5402959372230041,0.32956422344801484,0.2544354548362722,0.06245348129553705,0.0,0.0,0.9061753153800964,0.296,0.704,0.0,0.6478
Johannes Schmuckenschlager,"Wir wollen es ja auch gesetzlich schaffen, dass sich die Bürger an der erneuerbaren Energie beteiligen können, und dort, wo sie es nicht am Eigenheim können, in Genossenschaften und dergleichen machen.",1.9161290322580646,0.3853475622578191,-0.0008808772739740052,0.27667200165871186,-0.04476940355434208,0.0,0.0,0.729823887348175,0.137,0.863,0.0,0.5574
Johannes Schmuckenschlager,"Man sieht es aber auch im Verhalten, dass in der Gesellschaft die Bereitschaft wächst, sich da und dort klimaneutral zu verhalten, wie etwa mehr öffentliche Verkehrsmittel zu benutzen.",1.938964285714286,0.4612046673609814,-0.15127026407435287,0.28276095596920403,-0.13999801224563807,0.0,-0.6666666666666666,0.6363247036933899,0.069,0.931,0.0,0.25
Johannes Schmuckenschlager,"Die Bereitschaft der Gesellschaft muss aber auch etwas Neues zulassen können, und da sehen wir schon eine gewisse Divergenz.",2.628631578947368,0.4408454253290906,0.15074965714197988,0.282547480333833,-0.02688036197650337,0.0002105263157894737,1.0,0.9295803904533386,0.213,0.787,0.0,0.5584
Johannes Schmuckenschlager,"Wenn man Bürgerlisten begutachtet, dann kann man erkennen, dass für einen Leitungsausbau keine Bereitschaft besteht, dass für einen neuen Anlagenbau, gerade im Bereich der Windkraft oder auch der Wasserkraft, da und dort sehr starker Widerstand aus den Regionen kommt.",2.0204871794871795,0.4326739690874475,-0.11998599894097295,0.25398510395670343,-0.04730478216946692,0.00020512820512820514,0.7,0.7999682426452637,0.136,0.78,0.084,0.5134
Johannes Schmuckenschlager,"Das müssen wir ernst nehmen, wir müssen aber auch schauen, da wir ja ein großes Ziel haben, wie wir damit umgehen.",1.6004761904761904,0.4799120903736482,0.18375567587099767,0.2621864771754019,0.008147207113026678,0.01759047619047619,0.7,0.8872906565666199,0.202,0.798,0.0,0.5859
Johannes Schmuckenschlager,"Da muss man aber ganz klar sagen: Klimaschutz ist eine Verpflichtung und kann mit einer Unterschrift oder mit einer Beglaubigung nicht entpflichtet sein, sondern muss getragen werden.",2.2588888888888885,0.38739229063150354,-0.12114366598217613,0.3036927446523499,0.027346084147634307,0.0,1.0,0.8639379739761353,0.081,0.919,0.0,0.3182
Johannes Schmuckenschlager,"Da müssen wir auch dieses Ja zum Klimaschutz einfordern können, denn Klimaschutz wird nicht nach dem Florianiprinzip funktionieren: Ich bin dafür, wenn es woanders stattfindet.",1.7448,0.3699165559101117,-0.10219914230677045,0.2926508611335696,0.025522798542859892,0.0,0.0,0.8773577809333801,0.091,0.909,0.0,0.34
Johannes Schmuckenschlager,"Das werden wir nicht stattfinden lassen können.Ich glaube, die Konzeption der Bundesregierung ist eine sehr, sehr glückliche: Wir haben alle Schlüssel zum Erfolg im Bundesministerium vereint, denn wir haben da nicht nur Umwelt, Klima und Energie, sondern vor allem auch Infrastruktur.",1.9974390243902445,0.47576987428438455,0.022897409350206652,0.24192670273439346,-0.06965893100545469,0.0,0.0,0.8847178220748901,0.27,0.73,0.0,0.9283
Johannes Schmuckenschlager,"Hinsichtlich des Leitungsausbaus des Stromnetzes haben wir die Möglichkeiten im Ministerium, daran wird stark gearbeitet, das finde ich sehr, sehr wesentlich.",1.249142857142857,0.3734267979545215,-0.05910642290553756,0.24144063750276076,-0.024401703507744708,0.00019047619047619048,0.7,0.8759320974349976,0.221,0.779,0.0,0.6597
Johannes Schmuckenschlager,Das gilt auch für den Bereich der Schiene.,3.0845000000000002,0.5311324935541124,0.45582249976729483,0.2349452803205075,0.076389871681335,0.0,0.0,0.04081118106842041,0.0,1.0,0.0,0.0
Johannes Schmuckenschlager,"Was im Budget jetzt für zusätzliche Maßnahmen für den Ausbau der Schiene in Österreich vorhanden ist, ist gewaltig, und das hat es lange nicht gegeben.Ein kleines Beispiel: In der Vergangenheit wurden unter dem Geschäftsführer der ÖBB  Christian Kern, wer ihn noch kennt  die Verladebahnhöfe der Rail Cargo Austria zurückgebaut.",2.1737058823529414,0.35160648201728717,-0.383286501010958,0.2322682199093637,-0.06505293293002266,-0.005323529411764706,-0.7,0.8585279583930969,0.066,0.9,0.033,0.1769
Johannes Schmuckenschlager,"Da müssen wir wieder vorankommen, wir müssen mehr Fracht auf die Schiene bekommen.",2.968153846153846,0.42142453586378414,0.048245779794481324,0.2850623718076054,0.11743413237251038,0.0,0.0,0.8807178139686584,0.184,0.816,0.0,0.4019
Johannes Schmuckenschlager,"Auch in der Frage der Straße sehen wir, dass die CO2-Bilanzen wesentlich geringer sind, wenn der Verkehr flüssig ist.",2.324421052631579,0.42644627136554314,-0.028812272174487622,0.27892405240124063,-0.002085363117878406,-0.034847368421052634,-0.7,0.7887136936187744,0.054,0.834,0.112,-0.2944
Johannes Schmuckenschlager,"Das heißt, wir dürfen Straßenprojekte nicht prinzipiell als böse betrachten und negativ bescheiden, sondern müssen schauen, dass wir fließenden Verkehr zustande bringen.",1.718,0.3281128183600103,-0.15960122453481687,0.2941113709708237,-0.009667599430065371,-0.019013636363636365,-1.0,0.8910831809043884,0.172,0.715,0.113,0.1471
Johannes Schmuckenschlager,"Da möchte ich besonders die S 8 im Marchfeld ansprechen oder auch den Lobautunnel in Wien, der viel CO2 einsparen könnte, wenn wir gescheite Verkehrsleitsysteme entwickeln könnten.",1.8007407407407408,0.31640930116296573,-0.16864372599811056,0.29193297487076747,-0.09972178380525018,0.012777777777777777,0.5,0.889204740524292,0.158,0.842,0.0,0.5106
Johannes Schmuckenschlager,"Ich darf schon zum Ende kommen: Ich glaube, es ist ein wesentliches Thema, und darum hat es auch so viele Bürger bewegt.",1.5288636363636363,0.4903852496833452,0.09179656435697303,0.270191016657535,-0.024467831425697244,0.0,0.35,0.8838449716567993,0.128,0.778,0.093,0.2263
Johannes Schmuckenschlager,In den Sechzigerjahren hat es den großen Ost-West-Konflikt zwischen den USA und Russland gegeben.,2.6042857142857145,0.4521713556907991,-0.05931410653151809,0.2986426643435583,0.08279851420852763,0.026385714285714287,0.7,0.06427532434463501,0.139,0.861,0.0,0.2732
Johannes Schmuckenschlager,"Damals war die Situation so, dass sich Staaten im Kalten Krieg thematisch gegenübergestanden sind, und heute sind es oft unterschiedliche Anschauungen, die sich gegenüberstehen, gar nicht so zwischen Staaten oder Nationen, vielmehr in den Gesellschaftsgruppen.",1.9886857142857142,0.49225928481847814,0.1407087978066526,0.25706576531052566,0.010674458939948664,-0.00034285714285714285,0.0,0.5122866034507751,0.0,0.833,0.167,-0.765
Johannes Schmuckenschlager,"John F. Kennedy hat 1963 etwas gesagt, das uns, wie ich glaube, auch eine Leitschnur für den Klimaschutz, für die Frage der Umweltpolitik weit über die Grenzen hinaus sein sollte.",2.7285,0.4417022440564361,-0.005765350878780834,0.22900834500071152,-0.031564537136236075,0.0,0.0,0.9288875460624695,0.102,0.898,0.0,0.5106
Johannes Schmuckenschlager,"Er sagte damals  in Bezug auf den Kalten Krieg zwar, aber ich glaube, das wird man auch auf die Klimapolitik umlegen können : Denn letztlich bildet die Tatsache, dass wir alle Bewohner dieses kleinen Planeten sind, das uns im tiefsten gemeinsame Band.",1.8974883720930238,0.39165542247448665,-0.10896325613714816,0.26104346610768087,-0.09972178380525018,-0.006500000000000001,0.0,0.8859367966651917,0.104,0.733,0.163,-0.4404
Johannes Schmuckenschlager,"Wir alle atmen die gleiche Luft, uns allen liegt die Zukunft unserer Kinder am Herzen und wir sind alle sterblich.",1.9248999999999998,0.4153211929977439,-0.025055682616802313,0.2767148455521072,-0.009667599430065371,0.0,0.0,0.8447877168655396,0.0,1.0,0.0,0.0
Julia Elisabeth Herr,Herr Präsident!,2.7805,0.0,0.0,0.0,0.0,0.0,0.0,0.8828461170196533,0.0,1.0,0.0,0.0
Julia Elisabeth Herr,Sehr geehrte Damen und Herren!,0.6436,0.23134587321835476,0.03378523020208086,0.29936857095339275,0.14892284624926616,0.0,0.0,0.8779545426368713,0.0,1.0,0.0,0.0
Julia Elisabeth Herr,"Wer will, daß die Welt so bleibt, wie sie ist, der will nicht, daß sie bleibt.",1.4026874999999999,0.5223908325620644,0.2809134135794031,0.3113012470265517,0.07210365702225525,0.0,0.0,0.9112061858177185,0.0,1.0,0.0,0.0
Julia Elisabeth Herr,"Auf unserer Erde wird es immer heißer, die Polarkappen schmelzen, riesige Eisbrocken  und ich meine tatsächlich riesige Eisbrocken, erst im September ist ein Eisbrocken so groß wie Paris vom Festland ins Meer gestürzt  stürzen ins Meer, der Meeresspiegel steigt und ganze Nationalstaaten, Inselstaaten, bereiten sich wortwörtlich auf ihren Untergang vor.Tagtäglich vernichten wir Lebensraum.",2.7265090909090905,0.30047155333530595,-0.3660125665771099,0.2618176071250681,-0.05629462262397282,-0.007281818181818182,-0.43333333333333335,0.8797175288200378,0.199,0.628,0.172,-0.041
Julia Elisabeth Herr,"Jedes Jahr wird eine Fläche, die so groß wie Irland ist, zur Wüste.",1.6673846153846155,0.46134569510876566,0.19037919421133487,0.21333426063012326,0.02829068383474126,0.0,0.7,0.29125529527664185,0.186,0.814,0.0,0.4101
Julia Elisabeth Herr,Die ersten offiziellen Klimaflüchtlinge haben bereits aufgrund der Vernichtung ihrer Lebensgrundlage Asyl bekommen.,2.497076923076923,0.38874891219093466,0.024693466566077883,0.318134701347167,0.17619957497454172,0.0,0.0,0.03573179244995117,0.0,0.769,0.231,-0.5574
Julia Elisabeth Herr,"Viele Hunderttausende werden folgen, wenn der Boden unter den Füßen ganz einfach unbewohnbar wird.Im Meer schwimmt mittlerweile mehr Plastik als Fische, und wir können dabei zuschauen, wie Tierarten, die dort über Jahrtausende gelebt haben, gerade aussterben.",2.2921666666666667,0.37526881192391337,-0.03081650565720356,0.30601151852727165,-0.02688036197650337,0.0,-0.2333333333333333,0.7651224732398987,0.058,0.859,0.083,-0.25
Julia Elisabeth Herr,Unsere Ökosysteme geraten immer mehr ins Ungleichgewicht.,1.7290000000000003,0.35285377540769797,0.06854942191890741,0.3271364278007548,0.15179759363611364,0.0,0.5,0.9166673421859741,0.0,1.0,0.0,0.0
Julia Elisabeth Herr,"Wer will, dass die Welt so bleibt, wie sie jetzt ist, der will nicht, dass sie bleibt.",1.5685882352941178,0.5796556069786393,0.3959512114590417,0.3202834091294581,0.07210365702225525,0.0,0.0,0.9106656908988953,0.0,1.0,0.0,0.0
Julia Elisabeth Herr,Wir spüren die Auswirkungen der Klimakrise schon jetzt!,2.57975,0.29257716082789725,-0.15933427385362622,0.32196610341110066,-0.02688036197650337,0.0,0.0,0.9186072945594788,0.0,1.0,0.0,0.0
Julia Elisabeth Herr,"Das schreiben die Betreiber des Klimavolksbegehrens auf der Homepage vollkommen zu Recht, all das passiert jetzt.",2.9570625,0.3518022426040735,-0.01012596711408466,0.21711469894750068,0.007460257199294263,0.0,1.0,0.924256443977356,0.263,0.737,0.0,0.6124
Julia Elisabeth Herr,"Das trifft nicht zukünftige Generationen irgendwann einmal, wir werden in 30 Jahren sagen können: Ja, hier war einmal ein Gletscher.",1.87165,0.41274584672516595,0.1881994794438597,0.24299257527455242,0.0025712143527235314,0.0,0.0,0.8900107145309448,0.0,1.0,0.0,0.0
Julia Elisabeth Herr,"Die Welt rund um uns herum, Österreich rund um uns herum verändern sich.",2.5994615384615383,0.4264917209226413,0.14976040969998397,0.3219436098417644,0.0958712050829343,0.0,0.0,0.7391851544380188,0.0,1.0,0.0,0.0
Julia Elisabeth Herr,"Wir erleben extreme Wetterereignisse, viel mehr Hochwasser, mehr Murenabgänge.",1.6653333333333333,0.4532947585866946,0.2226611544596934,0.4363016360626691,0.3207007320618842,0.0,0.0,0.7227388620376587,0.0,1.0,0.0,0.0
Julia Elisabeth Herr,"Wir erleben immer mehr Schädlinge im Wald, gegen die wir kämpfen müssen.",2.3208333333333333,0.3981748911931442,0.06752298407012704,0.27301233454300283,0.028406238287666027,-0.04476666666666667,0.0,0.6149262189865112,0.0,0.821,0.179,-0.34
Julia Elisabeth Herr,"Wir erleben immer mehr Ernteausfälle, wir erleben generell weniger Ertrag auf unseren Feldern  denken wir zum Beispiel an die Zuckerrüben, über die wir hier erst vor Kurzem gesprochen haben: Es werden gerade Werksschließungen genau aufgrund dieser Zustände diskutiert!",2.170769230769231,0.41805925911479946,0.07087235858917518,0.30844673655998917,-0.04476940355434208,-0.00012307692307692307,0.0,0.6975849866867065,0.13,0.832,0.038,0.5983
Julia Elisabeth Herr,"Dabei geht es auch um Arbeitsplätze, es geht um Versorgungssicherheit, um all das geht es jetzt, und wir zahlen auch jetzt bereits dafür: 1 Milliarde Euro jährlich kosten uns die durch die Klimakrise verursachten Schäden.",2.498342857142857,0.4324140635881608,-0.20406318490207215,0.29390802069817556,-0.014262940317036274,0.0,0.0,0.7728606462478638,0.0,0.935,0.065,-0.3182
Julia Elisabeth Herr,"Und jetzt zur Frage, wer das eigentlich zahlt, und dies vor allem im Vergleich dazu, wer diese Schäden, die wir tagtäglich erleben, verursacht: Wir wissen, dass Reiche, dass Vermögende die Klimakrise anheizen.",1.5867499999999999,0.3924710935795631,-0.21186074768713262,0.27850839393201016,-0.012052658029467603,0.0,0.7,0.9208822250366211,0.165,0.773,0.061,0.5994
Julia Elisabeth Herr,"Laut der neuen Oxfam-Studie aus diesem September wissen wir, dass die reichsten 10 Prozent der Weltbevölkerung für mehr als die Hälfte des gesamten CO2-Ausstoßes verantwortlich sind!",2.3398461538461537,0.4292264041497242,-0.004299971246886252,0.2555936650077776,0.0005786744461650937,0.00495,0.0,0.5444834232330322,0.327,0.673,0.0,0.8655
Julia Elisabeth Herr,"Wir wissen  das ist nicht vorstellbar , dass ein paar, eine Handvoll Konzerne mehr CO2 ausstoßen als ganze Kontinente!",1.677,0.3402495772646009,-0.03627314813371816,0.28407997054748324,0.025713886236217197,0.0,-0.35,0.9314013123512268,0.166,0.834,0.0,0.5255
Julia Elisabeth Herr,"Wir wissen, dass unsere Umwelt und vor allem unsere Ressourcen tagtäglich ausgebeutet werden, weil irgendjemand damit Geld verdient.",1.3631111111111112,0.32504901755652343,-0.0274040902739077,0.34599634254418665,-0.009667599430065371,-0.017861111111111112,1.0,0.9164252877235413,0.235,0.63,0.134,0.34
Julia Elisabeth Herr,"Irgendjemand, eine kleine Gruppe von Menschen, verdient da eben, macht Profite, aber die Schäden zahlen wir alle.",2.4237647058823524,0.3927183919335015,0.11758021822430847,0.2272984622453126,0.004034932790279586,-0.04132352941176471,0.0,0.8710537552833557,0.326,0.515,0.159,0.5994
Julia Elisabeth Herr,"Das erleben wir in der Klimapolitik seit Jahrzehnten, und das ist eine himmelschreiende Ungerechtigkeit, die wir endlich ändern müssen.",2.295684210526316,0.39888944937777493,-0.019922522510007038,0.25353887684360676,-0.02688036197650337,0.0,0.0,0.9419750571250916,0.0,0.882,0.118,-0.34
Julia Elisabeth Herr,Die Klimakrise ist die soziale Frage unserer Zeit.,2.4935,0.32318618105831654,-0.2097247864058835,0.34754063384563316,0.05656162903177569,0.0,0.7,0.8813779354095459,0.0,1.0,0.0,0.0
Julia Elisabeth Herr,Auch in Österreich zahlen Geringverdiener und Geringverdienerinnen mehr für Klimaschäden als Besserverdienende.,2.7158333333333338,0.26927745633152106,-0.24606103581513475,0.2734067480375269,0.019186037492131314,0.0,0.0,0.3426811695098877,0.0,1.0,0.0,0.0
Julia Elisabeth Herr,"Es wird sich im Übrigen auch mit diesem Budget, das vorgelegt wurde, in keinster Art und Weise ändern, wer da am meisten zur Kasse gebeten wird.",2.1088846153846155,0.38458331651688926,-0.20685306746223792,0.24412455237639788,-0.07265585417988715,0.0,1.0,0.898542046546936,0.12,0.88,0.0,0.5267
Julia Elisabeth Herr,Auch das Klimavolksbegehren greift das auf.,2.142,0.5362050318171935,0.32969837118823114,0.39884929207569414,0.2427868519182896,0.0,0.0,0.03787261247634888,0.0,1.0,0.0,0.0
Julia Elisabeth Herr,"Dessen InitiatorInnen sagen, es braucht einen sozial gerechten Klimaschutz.",1.2483333333333333,0.22228636954885964,-0.10705185515114667,0.32816209350961617,0.17029111099960856,0.00044444444444444447,1.0,0.027037441730499268,0.273,0.727,0.0,0.4588
Julia Elisabeth Herr,"Ich denke, genau das ist es: Wir brauchen soziale Gerechtigkeit und wir brauchen Klimagerechtigkeit  am Ende des Tages ist beides dann dasselbe.",1.8096521739130436,0.39605136899633236,0.14205491976098997,0.27946955998150846,-0.024467831425697244,0.0,0.7,0.8758768439292908,0.195,0.714,0.09,0.4215
Julia Elisabeth Herr,"Dahin gehend bedanke ich mich bei den Initiatoren und Initiatorinnen des Klimavolksbegehrens und den fast 400 000 Menschen, die es unterschrieben haben.",1.3955,0.2605476958809717,-0.27406758510456275,0.299370425324971,-0.08697014606579957,0.0,0.0,0.8364015221595764,0.0,1.0,0.0,0.0
Julia Elisabeth Herr,Wir haben als Mitglieder des Umweltausschusses zahlreiche E-Mails erhalten.,1.51,0.43247397091681006,0.2935832267550419,0.18548319330496849,0.016849620117893555,0.0,0.7,0.025920748710632324,0.175,0.825,0.0,0.1779
Julia Elisabeth Herr,"Ich habe sie mir gestern, bevor ich diese Rede geschrieben habe, alle noch einmal durchgelesen.",1.7213333333333334,0.5083541122676843,0.29234706693271295,0.33245369005175723,0.11157329047370325,0.0,0.0,0.02844703197479248,0.0,1.0,0.0,0.0
Julia Elisabeth Herr,"Niemand fordert, wir sollen irgendeinen kleinen Budgettopf um ein bisschen Geld erhöhen, niemand fordert, wir sollen an einem kleinen Rad drehen.",1.5510476190476188,0.36529311608853543,0.10544834039462317,0.3093788034940866,-0.04476940355434208,-0.02585714285714286,0.7,0.8991788029670715,0.054,0.819,0.127,-0.1585
Julia Elisabeth Herr,"Alle Mails, die ich erhalten habe, fordern, dass wir in Anbetracht der Krise, die uns bevorsteht, endlich handeln, dass wir hier in diesem Haus so handeln, dass wir diese Klimakrise  all das, was ich vorhin aufgezählt habe  endlich ernst nehmen.",1.7940238095238097,0.402446813991482,-0.24223884556416983,0.3226080579071812,-0.09972178380525018,0.0,0.0,0.8917609453201294,0.039,0.882,0.079,-0.4019
Julia Elisabeth Herr,"Wer will, dass die Welt so bleibt, wie sie jetzt ist, der will ganz einfach nicht, dass sie bleibt!",1.8813157894736845,0.5654360001237315,0.3700072613128568,0.32871643070141393,0.07210365702225525,0.0,0.7,0.9141553640365601,0.126,0.874,0.0,0.3802
Julia Elisabeth Herr,Das sollten wir in diesem Haus auch endlich dementsprechend wertschätzen.Ganz am Schluss jetzt komme ich zur Umsetzung.,2.400470588235294,0.4223869532462787,0.1961722868129011,0.2633247110297,-0.09972178380525018,0.0,0.0,0.9098844528198242,0.0,1.0,0.0,0.0
Julia Elisabeth Herr,Danke an alle fast 400 000 Menschen!,1.8031428571428572,0.3200678385296934,0.06516450370896745,0.25821572472927923,0.14999630770005382,0.027285714285714285,0.0,0.4662889838218689,0.347,0.653,0.0,0.4926
Julia Elisabeth Herr,"Jetzt müssen wir versuchen, all diese Punkte umzusetzen.",1.5983749999999999,0.4132811467967692,0.24367688590217254,0.2542856696254875,0.11296837976734893,0.0,0.0,0.8700788617134094,0.0,1.0,0.0,0.0
Julia Elisabeth Herr,"Manches davon wird viel Diskussion brauchen, wird auch tiefergehende Lösungen brauchen, anderes könnten wir sofort umsetzen, könnten wir morgen hier beschließen.Ich verspreche, dass wir als SPÖ  gemeinsam mit den InitiatorInnen des Klimavolksbegehrens, die sicher weiterhin Druck machen werden  uns hier in der Verantwortung sehen, die Forderungen nun auch in Anträge zu gießen.",1.8779074074074076,0.37547214521022554,-0.2319363828153897,0.2861657567042832,-0.02688036197650337,7.407407407407407e-05,0.35,0.8870912194252014,0.165,0.835,0.0,0.8176
Julia Elisabeth Herr,"Wir sind bereits dabei, die wichtigen Forderungen zu verschriftlichen, und wir können versprechen, dass uns das Thema wichtig ist, dass wir das Volksbegehren ernst nehmen werden und dass wir hier hoffentlich noch sehr lange darüber diskutieren werden.",1.961081081081081,0.4356046940038247,-0.016333840141522855,0.297429062738504,-0.05413639493179831,0.010329729729729729,0.7999999999999999,0.8743690252304077,0.196,0.804,0.0,0.8074
Julia Elisabeth Herr,Danke schön.,2.3135,0.0,0.0,0.0,0.0,0.0955,1.0,0.9243486523628235,1.0,0.0,0.0,0.7351
MMMag. Dr. Axel Kassegger,Sehr geehrter Herr Präsident!,2.19475,0.29893784476598667,0.22884336373943595,0.2959869691426487,0.12268134894390444,0.0,0.0,0.783635139465332,0.0,1.0,0.0,0.0
MMMag. Dr. Axel Kassegger,Sehr geehrte Frau Bundesministerin!,2.6864999999999997,0.2909849065946272,0.17618937307385227,0.3321248421276472,0.16262755518954905,0.0,0.0,0.7838000059127808,0.0,1.0,0.0,0.0
MMMag. Dr. Axel Kassegger,"Ursprünglich wollte ich nicht zu diesem Tagesordnungspunkt reden, aber Herr Kollege Kühberger hat mich jetzt motiviert, mich zu Wort zu melden, weil das ja durchaus, zugegebenermaßen, eine sehr witzige und launige politische Rede war.",1.6152941176470588,0.35095487620314797,-0.1789070944411929,0.2871733636518099,-0.028207717409896117,0.013126470588235293,0.0,0.9186330437660217,0.162,0.838,0.0,0.7346
MMMag. Dr. Axel Kassegger,"Besonders gut haben mir der Haflinger-Pferdewitz und die Fantasieuniform gefallen, aber wir sollten doch  das Thema ist viel zu ernst  ernsthaft und seriös über dieses Thema diskutieren, nämlich über die militärische Landesverteidigung.Wir könnten sagen  so wie es Kanzler Kurz gesagt hat , die Panzerschlacht im Marchfeld findet nicht mehr statt, also brauchen wir in Wahrheit die militärische Landesverteidigung oder die schweren Waffen, die Panzer nicht mehr.",2.436101449275363,0.4081575294735433,-0.06581303536834607,0.28083649159721685,-0.08989827682523782,-6.956521739130434e-05,0.27999999999999997,0.8938621282577515,0.158,0.774,0.068,0.8271
